train_loss,step,time,val_loss
6.643627166748047,1,767021.70968515,6.643330097198486
6.6432366371154785,2,767021.742296621,6.643026828765869
6.6427764892578125,3,767021.754264038,6.642693996429443
6.642206192016602,4,767021.766161875,6.642326831817627
6.64145565032959,5,767021.777999977,6.641909599304199
6.640463829040527,6,767021.789576265,6.641445636749268
6.639392852783203,7,767021.801090435,6.640922546386719
6.637932300567627,8,767021.812588931,6.640324115753174
6.636004447937012,9,767021.824094299,6.639631748199463
6.633362770080566,10,767021.835745805,6.638838768005371
6.630959987640381,11,767021.84732867,6.637917518615723
6.626927375793457,12,767021.858832566,6.636850357055664
6.62233304977417,13,767021.87034659,6.635612964630127
6.617234230041504,14,767021.88187747,6.634183406829834
6.613011360168457,15,767021.893433554,6.63253116607666
6.607409477233887,16,767021.905080072,6.630637168884277
6.602449893951416,17,767021.916727119,6.628498554229736
6.5987396240234375,18,767021.927985205,6.626125335693359
6.592216968536377,19,767021.938436145,6.62354040145874
6.587826251983643,20,767021.948535022,6.620790958404541
6.5878119468688965,21,767021.958637273,6.6179518699646
6.583255290985107,22,767021.968663499,6.61508846282959
6.581831932067871,23,767021.97877143,6.612273693084717
6.579235076904297,24,767021.9888441,6.609568119049072
6.581057071685791,25,767021.998865471,6.607020854949951
6.577383995056152,26,767022.008857823,6.604653358459473
6.576059818267822,27,767022.01888608,6.602479934692383
6.574545383453369,28,767022.028957343,6.600503444671631
6.573619365692139,29,767022.039229199,6.598718643188477
6.575742244720459,30,767022.049308682,6.5971198081970215
6.578181743621826,31,767022.059406244,6.595693111419678
6.571181297302246,32,767022.069458281,6.594419002532959
6.572869777679443,33,767022.079478193,6.593285083770752
6.576606750488281,34,767022.089407338,6.5922746658325195
6.5737996101379395,35,767022.099515658,6.591372489929199
6.573004245758057,36,767022.109559368,6.590566158294678
6.5752458572387695,37,767022.119611753,6.58984899520874
6.576748371124268,38,767022.129636508,6.589206695556641
6.573903560638428,39,767022.139962218,6.588629245758057
6.575464248657227,40,767022.149986422,6.58811092376709
6.57390022277832,41,767022.159988205,6.587644577026367
6.576546669006348,42,767022.170052668,6.587224960327148
6.573968410491943,43,767022.179988845,6.586843013763428
6.573493480682373,44,767022.190921678,6.586498260498047
6.5742506980896,45,767022.200860065,6.586183547973633
6.575190544128418,46,767022.210756594,6.585897445678711
6.572567462921143,47,767022.22070119,6.585635662078857
6.571567058563232,48,767022.230590191,6.585395336151123
6.567310333251953,49,767022.24063227,6.585175514221191
6.571347713470459,50,767022.250506775,6.584972381591797
6.57047176361084,51,767022.260381439,6.584783554077148
6.573870658874512,52,767022.27029877,6.584610939025879
6.572576999664307,53,767022.280274054,6.584449291229248
6.57303524017334,54,767022.290377977,6.5843000411987305
6.57100772857666,55,767022.300444057,6.584161281585693
6.574204921722412,56,767022.310445748,6.584031581878662
6.57243537902832,57,767022.320490416,6.583909034729004
6.57313871383667,58,767022.331622817,6.583796501159668
6.56877326965332,59,767022.342034081,6.583689212799072
6.578377723693848,60,767022.352163997,6.583588600158691
6.574166297912598,61,767022.362452361,6.583493709564209
6.575006484985352,62,767022.372466265,6.583405017852783
6.576160430908203,63,767022.382500629,6.583318710327148
6.57037353515625,64,767022.39254081,6.5832366943359375
6.574068546295166,65,767022.402672285,6.583159923553467
6.576784610748291,66,767022.412731325,6.58308744430542
6.575577259063721,67,767022.422875102,6.583015441894531
6.571265697479248,68,767022.432958116,6.58294677734375
6.572535514831543,69,767022.443214333,6.582882404327393
6.574488639831543,70,767022.453235572,6.582818984985352
6.57413911819458,71,767022.463271514,6.582756519317627
6.570784568786621,72,767022.473306536,6.582697868347168
6.572390079498291,73,767022.48336739,6.582641124725342
6.576726913452148,74,767022.49339148,6.582585334777832
6.572063446044922,75,767022.50345017,6.582530975341797
6.575400352478027,76,767022.513514757,6.58247709274292
6.57589864730835,77,767022.523613427,6.582427501678467
6.572176456451416,78,767022.533683113,6.582377910614014
6.576882839202881,79,767022.543966073,6.582330226898193
6.574352264404297,80,767022.554068639,6.582283020019531
6.56960916519165,81,767022.564341411,6.582237243652344
6.573295593261719,82,767022.574649852,6.582190990447998
6.572172164916992,83,767022.584789311,6.582145690917969
6.571276664733887,84,767022.594673241,6.5821027755737305
6.576341152191162,85,767022.604621742,6.582059860229492
6.575425624847412,86,767022.61454598,6.5820183753967285
6.5760393142700195,87,767022.624440033,6.581977367401123
6.574402809143066,88,767022.634423784,6.581935882568359
6.574160575866699,89,767022.644535768,6.58189582824707
6.57315731048584,90,767022.654552915,6.581856727600098
6.573911190032959,91,767022.664498781,6.5818190574646
6.575244903564453,92,767022.674548346,6.581779956817627
6.57291316986084,93,767022.684578521,6.581742286682129
6.5739874839782715,94,767022.694591579,6.581705570220947
6.573746681213379,95,767022.704814972,6.581667423248291
6.5719099044799805,96,767022.714849166,6.581630229949951
6.573278903961182,97,767022.72493729,6.581594467163086
6.571641445159912,98,767022.734926118,6.5815582275390625
6.574989318847656,99,767022.745105215,6.581521511077881
6.573985576629639,100,767022.758295406,6.581486701965332
6.57439661026001,101,767022.768364632,6.581451892852783
6.574347019195557,102,767022.778337833,6.581416606903076
6.570621967315674,103,767022.788287697,6.581383228302002
6.572953224182129,104,767022.79821543,6.5813469886779785
6.574517726898193,105,767022.80798523,6.581313133239746
6.571536540985107,106,767022.817818194,6.58128023147583
6.571374416351318,107,767022.827610339,6.5812458992004395
6.572560787200928,108,767022.83749914,6.581212997436523
6.576315402984619,109,767022.847539257,6.581179618835449
6.570833206176758,110,767022.857624682,6.581148147583008
6.570614814758301,111,767022.867511497,6.581115245819092
6.571544647216797,112,767022.877351838,6.581081867218018
6.571174621582031,113,767022.88719299,6.581050395965576
6.574209213256836,114,767022.897253229,6.581017971038818
6.570123672485352,115,767022.907278345,6.580987453460693
6.571406841278076,116,767022.917258754,6.58095645904541
6.571859836578369,117,767022.927340143,6.580926418304443
6.573710918426514,118,767022.937449136,6.580895900726318
6.572053909301758,119,767022.947772667,6.580864429473877
6.575072765350342,120,767022.957895023,6.580835342407227
6.571685314178467,121,767022.967979394,6.58080530166626
6.571530342102051,122,767022.97806809,6.580776214599609
6.575520992279053,123,767022.988186693,6.580748558044434
6.575442790985107,124,767022.998228345,6.580718517303467
6.574112892150879,125,767023.008272962,6.580690860748291
6.574798107147217,126,767023.018284269,6.580661773681641
6.572951316833496,127,767023.028264996,6.58063268661499
6.572961807250977,128,767023.038297501,6.580606460571289
6.573750972747803,129,767023.048441701,6.580576419830322
6.568924427032471,130,767023.059187131,6.580548286437988
6.575134754180908,131,767023.069112131,6.580521583557129
6.571238040924072,132,767023.079043811,6.580493927001953
6.570993900299072,133,767023.08908133,6.580467700958252
6.572046279907227,134,767023.099033628,6.580438613891602
6.572202205657959,135,767023.108967825,6.580411911010742
6.577564716339111,136,767023.118863325,6.580385208129883
6.572281837463379,137,767023.128750295,6.580357074737549
6.571540832519531,138,767023.139114972,6.580328464508057
6.5732269287109375,139,767023.150026974,6.580302715301514
6.573750019073486,140,767023.159952052,6.580275058746338
6.5759196281433105,141,767023.169859447,6.5802483558654785
6.5741496086120605,142,767023.179738007,6.580223560333252
6.569617748260498,143,767023.189609556,6.580197811126709
6.569235801696777,144,767023.199571753,6.580170631408691
6.573775291442871,145,767023.209687206,6.580143928527832
6.572669506072998,146,767023.219624127,6.580117702484131
6.572688579559326,147,767023.229621094,6.5800933837890625
6.572330951690674,148,767023.239601291,6.5800676345825195
6.574502468109131,149,767023.249529962,6.580042839050293
6.57002067565918,150,767023.259601191,6.580018043518066
6.571429252624512,151,767023.269533577,6.57999324798584
6.573287010192871,152,767023.279678736,6.579968452453613
6.575644016265869,153,767023.289658816,6.579944610595703
6.57432746887207,154,767023.299590364,6.57991886138916
6.573274612426758,155,767023.309482974,6.579895973205566
6.573859691619873,156,767023.319478413,6.579871654510498
6.575123310089111,157,767023.329490603,6.5798492431640625
6.57157039642334,158,767023.339635171,6.579825401306152
6.575036525726318,159,767023.349740008,6.579801559448242
6.5704665184021,160,767023.359986867,6.579779148101807
6.575004577636719,161,767023.370045966,6.579756259918213
6.5728840827941895,162,767023.380091432,6.579733848571777
6.569067478179932,163,767023.390243377,6.579709529876709
6.5736613273620605,164,767023.400351497,6.579688549041748
6.574531078338623,165,767023.410439955,6.579664707183838
6.570384979248047,166,767023.420461856,6.5796427726745605
6.5717291831970215,167,767023.430481815,6.579621315002441
6.571447372436523,168,767023.440493439,6.579598426818848
6.569435119628906,169,767023.450596401,6.579576015472412
6.572988510131836,170,767023.460745364,6.579554557800293
6.572860240936279,171,767023.470758961,6.579531192779541
6.573675632476807,172,767023.480692503,6.57951021194458
6.5745391845703125,173,767023.490656681,6.579488277435303
6.573732376098633,174,767023.50084223,6.579466819763184
6.576018333435059,175,767023.510759154,6.579444408416748
6.5737175941467285,176,767023.520633136,6.579424858093262
6.573267936706543,177,767023.530555156,6.579404354095459
6.575386047363281,178,767023.540454484,6.579381942749023
