train_loss,step,time,val_loss
6.603202819824219,1,766964.542267686,6.629203796386719
6.600461959838867,2,766964.575770081,6.627018928527832
6.594716548919678,3,766964.587382766,6.624647617340088
6.589118957519531,4,766964.598891227,6.6221184730529785
6.586991310119629,5,766964.610462847,6.619490146636963
6.584137439727783,6,766964.621933686,6.616820812225342
6.580112934112549,7,766964.633353466,6.61416482925415
6.5781779289245605,8,766964.644772457,6.611580848693848
6.5813069343566895,9,766964.656280018,6.6091203689575195
6.577445030212402,10,766964.66825012,6.606809616088867
6.5771636962890625,11,766964.680017942,6.604668140411377
6.572881698608398,12,766964.69183891,6.60269832611084
6.576730728149414,13,766964.703586481,6.600909233093262
6.577459812164307,14,766964.715314425,6.599291801452637
6.57580041885376,15,766964.727011843,6.59783411026001
6.575216770172119,16,766964.73869184,6.596525192260742
6.573385238647461,17,766964.750387125,6.59535026550293
6.569579601287842,18,766964.76208683,6.594294548034668
6.575272560119629,19,766964.773026673,6.593350887298584
6.574439525604248,20,766964.783208213,6.592502117156982
6.573990821838379,21,766964.79316883,6.591742992401123
6.573128700256348,22,766964.80311934,6.5910563468933105
6.5729193687438965,23,766964.813061796,6.590439796447754
6.57408332824707,24,766964.822982042,6.589883327484131
6.576518535614014,25,766964.832904768,6.589381694793701
6.5733160972595215,26,766964.842804974,6.588927745819092
6.573269367218018,27,766964.852675605,6.5885138511657715
6.575699329376221,28,766964.862538539,6.588138103485107
6.573108673095703,29,766964.872547811,6.587794303894043
6.574321746826172,30,766964.882407494,6.587481498718262
6.57171106338501,31,766964.892183584,6.587193489074707
6.5756916999816895,32,766964.902028543,6.586932182312012
6.574629306793213,33,766964.911877623,6.586690425872803
6.571310997009277,34,766964.921738102,6.586467742919922
6.571146488189697,35,766964.931764578,6.586263179779053
6.571690559387207,36,766964.941540878,6.5860724449157715
6.573914527893066,37,766964.951335878,6.585895538330078
6.574623107910156,38,766964.961112246,6.585730075836182
6.570881366729736,39,766964.970914065,6.58557653427124
6.5756964683532715,40,766964.980894127,6.585433483123779
6.5722784996032715,41,766964.990667827,6.585299015045166
6.572607517242432,42,766965.000422543,6.585171222686768
6.572876453399658,43,766965.010262859,6.585052013397217
6.572196006774902,44,766965.020105198,6.584940433502197
6.5734333992004395,45,766965.029942884,6.584833145141602
6.575343608856201,46,766965.039816053,6.584731101989746
6.57145881652832,47,766965.049759151,6.584635257720947
6.573455333709717,48,766965.059720957,6.5845441818237305
6.5716471672058105,49,766965.069596816,6.584455966949463
6.572041034698486,50,766965.079504385,6.584372520446777
6.574097156524658,51,766965.089671962,6.584292888641357
6.575246810913086,52,766965.099564748,6.584216117858887
6.572454929351807,53,766965.109465651,6.584143161773682
6.575404167175293,54,766965.119376701,6.584072113037109
6.571901798248291,55,766965.129296273,6.584003925323486
6.57424783706665,56,766965.139175207,6.5839385986328125
6.575678825378418,57,766965.149114164,6.58387565612793
6.57599401473999,58,766965.158879559,6.5838141441345215
6.574668884277344,59,766965.168639599,6.583754539489746
6.5731987953186035,60,766965.178427292,6.583697319030762
6.575988292694092,61,766965.188275029,6.583641052246094
6.574253559112549,62,766965.198494563,6.583587169647217
6.571887016296387,63,766965.208339089,6.583533763885498
6.5735979080200195,64,766965.218203979,6.5834808349609375
6.572337627410889,65,766965.228130038,6.58342981338501
6.570094585418701,66,766965.238114349,6.583378791809082
6.574416160583496,67,766965.24800966,6.583331108093262
6.574555397033691,68,766965.257920219,6.583281993865967
6.57270622253418,69,766965.26783053,6.5832343101501465
6.573393821716309,70,766965.277902638,6.583189964294434
6.571690082550049,71,766965.287778742,6.583140850067139
6.573056697845459,72,766965.297698438,6.583096981048584
6.574974536895752,73,766965.307838305,6.583052635192871
6.573637962341309,74,766965.317834875,6.583008289337158
6.573234558105469,75,766965.327857002,6.582965850830078
6.572206974029541,76,766965.337891609,6.582921981811523
6.574387550354004,77,766965.347997383,6.58288049697876
